State,State Abbreviation,Year,Gender,Education Level of Mother,Education Level Code,Number of Births,Average Age of Mother (years),Average Birth Weight (g),State Code,Division,Region
North Carolina,NC,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5177,32.9,3250.2,NC,South,South Atlantic
North Carolina,NC,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1476,33.9,3249.8,NC,South,South Atlantic
North Carolina,NC,2019,F,Unknown or Not Stated,-9,217,29.2,3066.3,NC,South,South Atlantic
North Carolina,NC,2019,M,8th grade or less,1,2011,30.1,3286.7,NC,South,South Atlantic
North Carolina,NC,2019,M,9th through 12th grade with no diploma,2,5768,25.2,3173.1,NC,South,South Atlantic
North Carolina,NC,2019,M,High school graduate or GED completed,3,15022,26.0,3221.6,NC,South,South Atlantic
North Carolina,NC,2019,M,"Some college credit, but not a degree",4,12467,27.5,3281.9,NC,South,South Atlantic
North Carolina,NC,2019,M,"Associate degree (AA, AS)",5,5864,29.6,3325.0,NC,South,South Atlantic
North Carolina,NC,2019,M,"Bachelor's degree (BA, AB, BS)",6,12192,31.2,3382.9,NC,South,South Atlantic
North Carolina,NC,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5429,33.0,3381.7,NC,South,South Atlantic
North Carolina,NC,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1641,34.1,3391.5,NC,South,South Atlantic
North Carolina,NC,2019,M,Unknown or Not Stated,-9,211,28.2,3185.7,NC,South,South Atlantic
North Carolina,NC,2020,F,8th grade or less,1,1912,30.4,3199.1,NC,South,South Atlantic
North Carolina,NC,2020,F,9th through 12th grade with no diploma,2,5234,25.3,3069.9,NC,South,South Atlantic
North Carolina,NC,2020,F,High school graduate or GED completed,3,14344,26.0,3111.0,NC,South,South Atlantic
North Carolina,NC,2020,F,"Some college credit, but not a degree",4,11566,27.7,3165.0,NC,South,South Atlantic
North Carolina,NC,2020,F,"Associate degree (AA, AS)",5,5327,29.6,3201.0,NC,South,South Atlantic
North Carolina,NC,2020,F,"Bachelor's degree (BA, AB, BS)",6,11806,31.2,3258.5,NC,South,South Atlantic
North Carolina,NC,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5112,33.1,3258.5,NC,South,South Atlantic
North Carolina,NC,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1592,33.8,3232.3,NC,South,South Atlantic
North Carolina,NC,2020,F,Unknown or Not Stated,-9,165,28.6,2977.2,NC,South,South Atlantic
North Carolina,NC,2020,M,8th grade or less,1,1972,30.6,3263.8,NC,South,South Atlantic
North Carolina,NC,2020,M,9th through 12th grade with no diploma,2,5382,25.3,3161.6,NC,South,South Atlantic
North Carolina,NC,2020,M,High school graduate or GED completed,3,14946,26.1,3229.7,NC,South,South Atlantic
North Carolina,NC,2020,M,"Some college credit, but not a degree",4,11999,27.7,3263.0,NC,South,South Atlantic
North Carolina,NC,2020,M,"Associate degree (AA, AS)",5,5871,29.7,3322.2,NC,South,South Atlantic
North Carolina,NC,2020,M,"Bachelor's degree (BA, AB, BS)",6,12419,31.2,3391.0,NC,South,South Atlantic
North Carolina,NC,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5326,33.0,3380.4,NC,South,South Atlantic
North Carolina,NC,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1599,34.2,3355.9,NC,South,South Atlantic
North Carolina,NC,2020,M,Unknown or Not Stated,-9,158,30.2,3210.0,NC,South,South Atlantic
North Carolina,NC,2021,F,8th grade or less,1,1773,30.1,3202.1,NC,South,South Atlantic
North Carolina,NC,2021,F,9th through 12th grade with no diploma,2,4996,25.6,3064.3,NC,South,South Atlantic
North Carolina,NC,2021,F,High school graduate or GED completed,3,14555,26.2,3106.0,NC,South,South Atlantic
North Carolina,NC,2021,F,"Some college credit, but not a degree",4,11452,28.1,3155.0,NC,South,South Atlantic
North Carolina,NC,2021,F,"Associate degree (AA, AS)",5,5700,29.7,3196.0,NC,South,South Atlantic
North Carolina,NC,2021,F,"Bachelor's degree (BA, AB, BS)",6,12625,31.3,3267.3,NC,South,South Atlantic
North Carolina,NC,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5675,33.1,3253.9,NC,South,South Atlantic
North Carolina,NC,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1658,33.9,3235.1,NC,South,South Atlantic
North Carolina,NC,2021,F,Unknown or Not Stated,-9,171,30.3,3149.3,NC,South,South Atlantic
North Carolina,NC,2021,M,8th grade or less,1,1854,30.0,3257.3,NC,South,South Atlantic
North Carolina,NC,2021,M,9th through 12th grade with no diploma,2,5191,25.4,3157.3,NC,South,South Atlantic
North Carolina,NC,2021,M,High school graduate or GED completed,3,15477,26.2,3210.3,NC,South,South Atlantic
North Carolina,NC,2021,M,"Some college credit, but not a degree",4,11870,28.0,3275.4,NC,South,South Atlantic
North Carolina,NC,2021,M,"Associate degree (AA, AS)",5,6043,29.6,3314.1,NC,South,South Atlantic
North Carolina,NC,2021,M,"Bachelor's degree (BA, AB, BS)",6,13487,31.3,3389.9,NC,South,South Atlantic
North Carolina,NC,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6005,33.0,3368.0,NC,South,South Atlantic
North Carolina,NC,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1767,34.0,3359.2,NC,South,South Atlantic
North Carolina,NC,2021,M,Unknown or Not Stated,-9,167,30.0,3096.6,NC,South,South Atlantic
North Dakota,ND,2016,F,8th grade or less,1,79,28.0,3108.5,ND,Midwest,West North Central
North Dakota,ND,2016,F,9th through 12th grade with no diploma,2,389,23.5,3198.2,ND,Midwest,West North Central
North Dakota,ND,2016,F,High school graduate or GED completed,3,1081,26.0,3233.0,ND,Midwest,West North Central
North Dakota,ND,2016,F,"Some college credit, but not a degree",4,1165,27.5,3310.8,ND,Midwest,West North Central
North Dakota,ND,2016,F,"Associate degree (AA, AS)",5,771,29.0,3308.2,ND,Midwest,West North Central
North Dakota,ND,2016,F,"Bachelor's degree (BA, AB, BS)",6,1461,30.3,3338.8,ND,Midwest,West North Central
North Dakota,ND,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,370,31.2,3337.4,ND,Midwest,West North Central
North Dakota,ND,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,145,32.2,3256.8,ND,Midwest,West North Central
North Dakota,ND,2016,F,Unknown or Not Stated,-9,77,28.9,3151.7,ND,Midwest,West North Central
North Dakota,ND,2016,M,8th grade or less,1,91,28.7,3443.6,ND,Midwest,West North Central
North Dakota,ND,2016,M,9th through 12th grade with no diploma,2,439,23.6,3285.8,ND,Midwest,West North Central
North Dakota,ND,2016,M,High school graduate or GED completed,3,1133,25.9,3358.3,ND,Midwest,West North Central
North Dakota,ND,2016,M,"Some college credit, but not a degree",4,1260,27.5,3413.7,ND,Midwest,West North Central
North Dakota,ND,2016,M,"Associate degree (AA, AS)",5,768,29.6,3439.5,ND,Midwest,West North Central
North Dakota,ND,2016,M,"Bachelor's degree (BA, AB, BS)",6,1523,30.1,3472.1,ND,Midwest,West North Central
North Dakota,ND,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,413,31.7,3422.4,ND,Midwest,West North Central
North Dakota,ND,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,143,32.4,3452.2,ND,Midwest,West North Central
North Dakota,ND,2016,M,Unknown or Not Stated,-9,75,28.6,3293.2,ND,Midwest,West North Central
North Dakota,ND,2017,F,8th grade or less,1,66,28.5,3128.3,ND,Midwest,West North Central
North Dakota,ND,2017,F,9th through 12th grade with no diploma,2,369,24.2,3191.8,ND,Midwest,West North Central
North Dakota,ND,2017,F,High school graduate or GED completed,3,1007,26.4,3228.9,ND,Midwest,West North Central
North Dakota,ND,2017,F,"Some college credit, but not a degree",4,1069,27.5,3277.3,ND,Midwest,West North Central
North Dakota,ND,2017,F,"Associate degree (AA, AS)",5,701,29.6,3311.5,ND,Midwest,West North Central
North Dakota,ND,2017,F,"Bachelor's degree (BA, AB, BS)",6,1402,30.3,3343.6,ND,Midwest,West North Central
North Dakota,ND,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,364,32.0,3277.8,ND,Midwest,West North Central
North Dakota,ND,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,135,32.7,3342.3,ND,Midwest,West North Central
North Dakota,ND,2017,F,Unknown or Not Stated,-9,64,28.6,3322.1,ND,Midwest,West North Central
North Dakota,ND,2017,M,8th grade or less,1,74,28.6,3321.5,ND,Midwest,West North Central
North Dakota,ND,2017,M,9th through 12th grade with no diploma,2,422,23.9,3297.0,ND,Midwest,West North Central
North Dakota,ND,2017,M,High school graduate or GED completed,3,1092,26.3,3377.4,ND,Midwest,West North Central
North Dakota,ND,2017,M,"Some college credit, but not a degree",4,1178,27.6,3397.5,ND,Midwest,West North Central
North Dakota,ND,2017,M,"Associate degree (AA, AS)",5,720,29.5,3456.2,ND,Midwest,West North Central
North Dakota,ND,2017,M,"Bachelor's degree (BA, AB, BS)",6,1408,30.2,3449.5,ND,Midwest,West North Central
North Dakota,ND,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,419,31.6,3409.9,ND,Midwest,West North Central
North Dakota,ND,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,168,32.3,3413.4,ND,Midwest,West North Central
North Dakota,ND,2017,M,Unknown or Not Stated,-9,79,28.5,3403.9,ND,Midwest,West North Central
North Dakota,ND,2018,F,8th grade or less,1,54,29.5,3218.6,ND,Midwest,West North Central
North Dakota,ND,2018,F,9th through 12th grade with no diploma,2,372,23.8,3217.8,ND,Midwest,West North Central
North Dakota,ND,2018,F,High school graduate or GED completed,3,1045,26.3,3205.4,ND,Midwest,West North Central
North Dakota,ND,2018,F,"Some college credit, but not a degree",4,1028,27.9,3294.2,ND,Midwest,West North Central
North Dakota,ND,2018,F,"Associate degree (AA, AS)",5,683,29.3,3347.4,ND,Midwest,West North Central
North Dakota,ND,2018,F,"Bachelor's degree (BA, AB, BS)",6,1323,30.3,3347.0,ND,Midwest,West North Central
North Dakota,ND,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,380,31.7,3299.9,ND,Midwest,West North Central
North Dakota,ND,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,163,32.6,3302.8,ND,Midwest,West North Central
North Dakota,ND,2018,F,Unknown or Not Stated,-9,73,29.1,3219.4,ND,Midwest,West North Central
North Dakota,ND,2018,M,8th grade or less,1,59,28.3,3310.7,ND,Midwest,West North Central
North Dakota,ND,2018,M,9th through 12th grade with no diploma,2,411,24.2,3300.4,ND,Midwest,West North Central
North Dakota,ND,2018,M,High school graduate or GED completed,3,1115,26.3,3361.2,ND,Midwest,West North Central
North Dakota,ND,2018,M,"Some college credit, but not a degree",4,1090,27.8,3391.0,ND,Midwest,West North Central
North Dakota,ND,2018,M,"Associate degree (AA, AS)",5,730,29.4,3460.4,ND,Midwest,West North Central
North Dakota,ND,2018,M,"Bachelor's degree (BA, AB, BS)",6,1470,30.4,3430.5,ND,Midwest,West North Central
North Dakota,ND,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,396,31.7,3422.0,ND,Midwest,West North Central
North Dakota,ND,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,183,32.1,3511.9,ND,Midwest,West North Central
North Dakota,ND,2018,M,Unknown or Not Stated,-9,61,28.8,3090.4,ND,Midwest,West North Central
North Dakota,ND,2019,F,8th grade or less,1,62,29.7,3324.6,ND,Midwest,West North Central
North Dakota,ND,2019,F,9th through 12th grade with no diploma,2,353,24.7,3166.5,ND,Midwest,West North Central
North Dakota,ND,2019,F,High school graduate or GED completed,3,1051,26.7,3229.3,ND,Midwest,West North Central
North Dakota,ND,2019,F,"Some college credit, but not a degree",4,1054,28.2,3244.0,ND,Midwest,West North Central
North Dakota,ND,2019,F,"Associate degree (AA, AS)",5,619,29.4,3285.0,ND,Midwest,West North Central
North Dakota,ND,2019,F,"Bachelor's degree (BA, AB, BS)",6,1310,30.5,3328.0,ND,Midwest,West North Central
North Dakota,ND,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,366,31.8,3330.8,ND,Midwest,West North Central
North Dakota,ND,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,155,32.1,3240.1,ND,Midwest,West North Central
North Dakota,ND,2019,F,Unknown or Not Stated,-9,70,29.0,3240.9,ND,Midwest,West North Central
North Dakota,ND,2019,M,8th grade or less,1,57,28.7,3307.5,ND,Midwest,West North Central
North Dakota,ND,2019,M,9th through 12th grade with no diploma,2,404,24.7,3326.6,ND,Midwest,West North Central
North Dakota,ND,2019,M,High school graduate or GED completed,3,1117,26.3,3367.0,ND,Midwest,West North Central
North Dakota,ND,2019,M,"Some college credit, but not a degree",4,1090,27.8,3343.5,ND,Midwest,West North Central
North Dakota,ND,2019,M,"Associate degree (AA, AS)",5,684,29.9,3398.8,ND,Midwest,West North Central
North Dakota,ND,2019,M,"Bachelor's degree (BA, AB, BS)",6,1366,30.4,3427.7,ND,Midwest,West North Central
North Dakota,ND,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,489,31.8,3410.0,ND,Midwest,West North Central
North Dakota,ND,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,138,32.8,3393.7,ND,Midwest,West North Central
North Dakota,ND,2019,M,Unknown or Not Stated,-9,69,29.1,3372.5,ND,Midwest,West North Central
North Dakota,ND,2020,F,8th grade or less,1,58,29.2,3221.5,ND,Midwest,West North Central
North Dakota,ND,2020,F,9th through 12th grade with no diploma,2,349,24.7,3201.5,ND,Midwest,West North Central
North Dakota,ND,2020,F,High school graduate or GED completed,3,1068,26.7,3250.1,ND,Midwest,West North Central
North Dakota,ND,2020,F,"Some college credit, but not a degree",4,1008,28.4,3267.3,ND,Midwest,West North Central
North Dakota,ND,2020,F,"Associate degree (AA, AS)",5,649,29.9,3260.5,ND,Midwest,West North Central
North Dakota,ND,2020,F,"Bachelor's degree (BA, AB, BS)",6,1263,30.5,3299.5,ND,Midwest,West North Central
North Dakota,ND,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,394,31.7,3315.3,ND,Midwest,West North Central
North Dakota,ND,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,127,32.5,3349.3,ND,Midwest,West North Central
North Dakota,ND,2020,F,Unknown or Not Stated,-9,75,29.1,3131.5,ND,Midwest,West North Central
North Dakota,ND,2020,M,8th grade or less,1,50,30.3,3512.4,ND,Midwest,West North Central
North Dakota,ND,2020,M,9th through 12th grade with no diploma,2,343,24.8,3267.6,ND,Midwest,West North Central
North Dakota,ND,2020,M,High school graduate or GED completed,3,1076,26.4,3296.6,ND,Midwest,West North Central
North Dakota,ND,2020,M,"Some college credit, but not a degree",4,1010,28.0,3351.2,ND,Midwest,West North Central
North Dakota,ND,2020,M,"Associate degree (AA, AS)",5,658,29.8,3415.9,ND,Midwest,West North Central
North Dakota,ND,2020,M,"Bachelor's degree (BA, AB, BS)",6,1306,30.6,3427.8,ND,Midwest,West North Central
North Dakota,ND,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,405,31.8,3456.3,ND,Midwest,West North Central
North Dakota,ND,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,147,33.0,3408.3,ND,Midwest,West North Central
North Dakota,ND,2020,M,Unknown or Not Stated,-9,73,28.7,3317.8,ND,Midwest,West North Central
North Dakota,ND,2021,F,8th grade or less,1,48,30.5,3214.4,ND,Midwest,West North Central
North Dakota,ND,2021,F,9th through 12th grade with no diploma,2,332,24.7,3130.7,ND,Midwest,West North Central
North Dakota,ND,2021,F,High school graduate or GED completed,3,998,26.6,3212.3,ND,Midwest,West North Central
North Dakota,ND,2021,F,"Some college credit, but not a degree",4,938,28.2,3273.5,ND,Midwest,West North Central
North Dakota,ND,2021,F,"Associate degree (AA, AS)",5,682,29.8,3277.4,ND,Midwest,West North Central
North Dakota,ND,2021,F,"Bachelor's degree (BA, AB, BS)",6,1334,30.4,3309.8,ND,Midwest,West North Central
North Dakota,ND,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,425,31.4,3366.7,ND,Midwest,West North Central
North Dakota,ND,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,170,32.6,3237.4,ND,Midwest,West North Central
North Dakota,ND,2021,F,Unknown or Not Stated,-9,83,29.3,3256.7,ND,Midwest,West North Central
North Dakota,ND,2021,M,8th grade or less,1,45,29.7,3169.0,ND,Midwest,West North Central
North Dakota,ND,2021,M,9th through 12th grade with no diploma,2,341,24.8,3350.9,ND,Midwest,West North Central
North Dakota,ND,2021,M,High school graduate or GED completed,3,1072,26.8,3330.2,ND,Midwest,West North Central
North Dakota,ND,2021,M,"Some college credit, but not a degree",4,976,28.4,3358.9,ND,Midwest,West North Central
North Dakota,ND,2021,M,"Associate degree (AA, AS)",5,647,29.9,3426.2,ND,Midwest,West North Central
North Dakota,ND,2021,M,"Bachelor's degree (BA, AB, BS)",6,1355,30.6,3418.1,ND,Midwest,West North Central
North Dakota,ND,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,432,31.9,3489.9,ND,Midwest,West North Central
North Dakota,ND,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,166,32.6,3443.2,ND,Midwest,West North Central
North Dakota,ND,2021,M,Unknown or Not Stated,-9,68,29.6,3296.9,ND,Midwest,West North Central
Ohio,OH,2016,F,8th grade or less,1,2291,28.6,3236.3,OH,Midwest,East North Central
Ohio,OH,2016,F,9th through 12th grade with no diploma,2,6793,23.8,3029.6,OH,Midwest,East North Central
Ohio,OH,2016,F,High school graduate or GED completed,3,17697,25.7,3132.1,OH,Midwest,East North Central
Ohio,OH,2016,F,"Some college credit, but not a degree",4,13939,27.5,3191.2,OH,Midwest,East North Central
Ohio,OH,2016,F,"Associate degree (AA, AS)",5,6028,29.7,3248.1,OH,Midwest,East North Central
Ohio,OH,2016,F,"Bachelor's degree (BA, AB, BS)",6,12633,30.8,3296.0,OH,Midwest,East North Central
Ohio,OH,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6143,32.4,3295.3,OH,Midwest,East North Central
Ohio,OH,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1665,33.1,3256.3,OH,Midwest,East North Central
Ohio,OH,2016,F,Unknown or Not Stated,-9,260,28.1,2985.1,OH,Midwest,East North Central
Ohio,OH,2016,M,8th grade or less,1,2336,28.2,3382.4,OH,Midwest,East North Central
Ohio,OH,2016,M,9th through 12th grade with no diploma,2,7006,23.7,3150.0,OH,Midwest,East North Central
Ohio,OH,2016,M,High school graduate or GED completed,3,18531,25.6,3263.1,OH,Midwest,East North Central
Ohio,OH,2016,M,"Some college credit, but not a degree",4,14510,27.4,3319.5,OH,Midwest,East North Central
Ohio,OH,2016,M,"Associate degree (AA, AS)",5,6561,29.7,3371.9,OH,Midwest,East North Central
Ohio,OH,2016,M,"Bachelor's degree (BA, AB, BS)",6,13415,30.8,3416.9,OH,Midwest,East North Central
Ohio,OH,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6302,32.3,3428.4,OH,Midwest,East North Central
Ohio,OH,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1696,32.8,3362.5,OH,Midwest,East North Central
Ohio,OH,2016,M,Unknown or Not Stated,-9,279,28.1,3138.4,OH,Midwest,East North Central
Ohio,OH,2017,F,8th grade or less,1,2369,28.5,3266.2,OH,Midwest,East North Central
Ohio,OH,2017,F,9th through 12th grade with no diploma,2,6534,23.8,3042.4,OH,Midwest,East North Central
Ohio,OH,2017,F,High school graduate or GED completed,3,18260,25.8,3141.4,OH,Midwest,East North Central
Ohio,OH,2017,F,"Some college credit, but not a degree",4,13119,27.7,3187.5,OH,Midwest,East North Central
Ohio,OH,2017,F,"Associate degree (AA, AS)",5,6221,29.8,3245.0,OH,Midwest,East North Central
Ohio,OH,2017,F,"Bachelor's degree (BA, AB, BS)",6,12597,30.8,3289.0,OH,Midwest,East North Central
Ohio,OH,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5899,32.4,3289.8,OH,Midwest,East North Central
Ohio,OH,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1654,33.0,3260.8,OH,Midwest,East North Central
Ohio,OH,2017,F,Unknown or Not Stated,-9,204,28.7,2982.7,OH,Midwest,East North Central
Ohio,OH,2017,M,8th grade or less,1,2450,28.2,3345.2,OH,Midwest,East North Central
Ohio,OH,2017,M,9th through 12th grade with no diploma,2,6708,23.9,3149.4,OH,Midwest,East North Central
Ohio,OH,2017,M,High school graduate or GED completed,3,19041,25.7,3260.5,OH,Midwest,East North Central
Ohio,OH,2017,M,"Some college credit, but not a degree",4,13687,27.6,3307.5,OH,Midwest,East North Central
Ohio,OH,2017,M,"Associate degree (AA, AS)",5,6395,29.8,3354.4,OH,Midwest,East North Central
Ohio,OH,2017,M,"Bachelor's degree (BA, AB, BS)",6,13416,30.9,3417.0,OH,Midwest,East North Central
Ohio,OH,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6355,32.4,3432.3,OH,Midwest,East North Central
Ohio,OH,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1733,33.1,3379.2,OH,Midwest,East North Central
Ohio,OH,2017,M,Unknown or Not Stated,-9,190,28.0,3162.6,OH,Midwest,East North Central
Ohio,OH,2018,F,8th grade or less,1,2369,28.8,3274.8,OH,Midwest,East North Central
Ohio,OH,2018,F,9th through 12th grade with no diploma,2,6119,24.0,3032.3,OH,Midwest,East North Central
Ohio,OH,2018,F,High school graduate or GED completed,3,18405,25.9,3138.8,OH,Midwest,East North Central
