State,State Abbreviation,Year,Gender,Education Level of Mother,Education Level Code,Number of Births,Average Age of Mother (years),Average Birth Weight (g),State Code,Division,Region
New Mexico,NM,2018,F,9th through 12th grade with no diploma,2,1767,24.8,3081.5,NM,West,Mountain
New Mexico,NM,2018,F,High school graduate or GED completed,3,2788,26.1,3133.8,NM,West,Mountain
New Mexico,NM,2018,F,"Some college credit, but not a degree",4,3175,27.3,3132.9,NM,West,Mountain
New Mexico,NM,2018,F,"Associate degree (AA, AS)",5,1075,29.1,3132.0,NM,West,Mountain
New Mexico,NM,2018,F,"Bachelor's degree (BA, AB, BS)",6,1518,30.9,3175.4,NM,West,Mountain
New Mexico,NM,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,505,32.7,3164.9,NM,West,Mountain
New Mexico,NM,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,251,34.5,3118.2,NM,West,Mountain
New Mexico,NM,2018,F,Unknown or Not Stated,-9,32,27.0,3053.4,NM,West,Mountain
New Mexico,NM,2018,M,8th grade or less,1,283,28.2,3164.1,NM,West,Mountain
New Mexico,NM,2018,M,9th through 12th grade with no diploma,2,1723,24.5,3178.5,NM,West,Mountain
New Mexico,NM,2018,M,High school graduate or GED completed,3,2821,26.0,3214.2,NM,West,Mountain
New Mexico,NM,2018,M,"Some college credit, but not a degree",4,3190,27.4,3234.1,NM,West,Mountain
New Mexico,NM,2018,M,"Associate degree (AA, AS)",5,1084,29.0,3264.8,NM,West,Mountain
New Mexico,NM,2018,M,"Bachelor's degree (BA, AB, BS)",6,1664,30.7,3285.6,NM,West,Mountain
New Mexico,NM,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,579,32.8,3287.3,NM,West,Mountain
New Mexico,NM,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,285,33.9,3261.7,NM,West,Mountain
New Mexico,NM,2018,M,Unknown or Not Stated,-9,25,27.5,3033.9,NM,West,Mountain
New Mexico,NM,2019,F,8th grade or less,1,294,29.2,3055.2,NM,West,Mountain
New Mexico,NM,2019,F,9th through 12th grade with no diploma,2,1639,24.8,3067.2,NM,West,Mountain
New Mexico,NM,2019,F,High school graduate or GED completed,3,2883,26.2,3115.9,NM,West,Mountain
New Mexico,NM,2019,F,"Some college credit, but not a degree",4,2998,27.5,3116.6,NM,West,Mountain
New Mexico,NM,2019,F,"Associate degree (AA, AS)",5,1044,29.4,3143.0,NM,West,Mountain
New Mexico,NM,2019,F,"Bachelor's degree (BA, AB, BS)",6,1492,31.0,3169.4,NM,West,Mountain
New Mexico,NM,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,591,33.0,3124.9,NM,West,Mountain
New Mexico,NM,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,238,33.5,3107.0,NM,West,Mountain
New Mexico,NM,2019,F,Unknown or Not Stated,-9,23,28.1,3260.1,NM,West,Mountain
New Mexico,NM,2019,M,8th grade or less,1,278,28.5,3152.9,NM,West,Mountain
New Mexico,NM,2019,M,9th through 12th grade with no diploma,2,1801,24.6,3147.7,NM,West,Mountain
New Mexico,NM,2019,M,High school graduate or GED completed,3,2957,26.2,3211.1,NM,West,Mountain
New Mexico,NM,2019,M,"Some college credit, but not a degree",4,3094,27.5,3224.9,NM,West,Mountain
New Mexico,NM,2019,M,"Associate degree (AA, AS)",5,1091,29.0,3280.6,NM,West,Mountain
New Mexico,NM,2019,M,"Bachelor's degree (BA, AB, BS)",6,1593,30.8,3271.5,NM,West,Mountain
New Mexico,NM,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,641,32.6,3259.8,NM,West,Mountain
New Mexico,NM,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,272,34.1,3227.8,NM,West,Mountain
New Mexico,NM,2019,M,Unknown or Not Stated,-9,31,30.1,3144.1,NM,West,Mountain
New Mexico,NM,2020,F,8th grade or less,1,244,28.6,3062.8,NM,West,Mountain
New Mexico,NM,2020,F,9th through 12th grade with no diploma,2,1587,24.8,3077.8,NM,West,Mountain
New Mexico,NM,2020,F,High school graduate or GED completed,3,2746,26.3,3107.8,NM,West,Mountain
New Mexico,NM,2020,F,"Some college credit, but not a degree",4,2753,27.4,3134.6,NM,West,Mountain
New Mexico,NM,2020,F,"Associate degree (AA, AS)",5,997,29.4,3146.2,NM,West,Mountain
New Mexico,NM,2020,F,"Bachelor's degree (BA, AB, BS)",6,1418,31.0,3175.4,NM,West,Mountain
New Mexico,NM,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,550,32.9,3164.6,NM,West,Mountain
New Mexico,NM,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,235,33.8,3115.6,NM,West,Mountain
New Mexico,NM,2020,F,Unknown or Not Stated,-9,30,29.5,2821.3,NM,West,Mountain
New Mexico,NM,2020,M,8th grade or less,1,275,28.9,3130.7,NM,West,Mountain
New Mexico,NM,2020,M,9th through 12th grade with no diploma,2,1621,25.0,3194.9,NM,West,Mountain
New Mexico,NM,2020,M,High school graduate or GED completed,3,2899,26.3,3208.3,NM,West,Mountain
New Mexico,NM,2020,M,"Some college credit, but not a degree",4,3043,27.4,3211.5,NM,West,Mountain
New Mexico,NM,2020,M,"Associate degree (AA, AS)",5,1059,29.1,3264.5,NM,West,Mountain
New Mexico,NM,2020,M,"Bachelor's degree (BA, AB, BS)",6,1564,30.7,3311.0,NM,West,Mountain
New Mexico,NM,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,596,33.2,3303.3,NM,West,Mountain
New Mexico,NM,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,260,34.2,3275.6,NM,West,Mountain
New Mexico,NM,2020,M,Unknown or Not Stated,-9,26,27.4,3042.9,NM,West,Mountain
New Mexico,NM,2021,F,8th grade or less,1,240,27.8,3055.5,NM,West,Mountain
New Mexico,NM,2021,F,9th through 12th grade with no diploma,2,1401,24.7,3072.9,NM,West,Mountain
New Mexico,NM,2021,F,High school graduate or GED completed,3,2664,26.3,3094.6,NM,West,Mountain
New Mexico,NM,2021,F,"Some college credit, but not a degree",4,2676,27.8,3122.2,NM,West,Mountain
New Mexico,NM,2021,F,"Associate degree (AA, AS)",5,1015,29.3,3133.6,NM,West,Mountain
New Mexico,NM,2021,F,"Bachelor's degree (BA, AB, BS)",6,1505,31.0,3167.3,NM,West,Mountain
New Mexico,NM,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,654,33.2,3145.2,NM,West,Mountain
New Mexico,NM,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,203,34.3,3067.0,NM,West,Mountain
New Mexico,NM,2021,F,Unknown or Not Stated,-9,29,27.3,3095.4,NM,West,Mountain
New Mexico,NM,2021,M,8th grade or less,1,262,28.5,3214.2,NM,West,Mountain
New Mexico,NM,2021,M,9th through 12th grade with no diploma,2,1470,25.0,3180.5,NM,West,Mountain
New Mexico,NM,2021,M,High school graduate or GED completed,3,2694,26.3,3201.0,NM,West,Mountain
New Mexico,NM,2021,M,"Some college credit, but not a degree",4,2865,27.8,3235.0,NM,West,Mountain
New Mexico,NM,2021,M,"Associate degree (AA, AS)",5,1061,29.4,3218.8,NM,West,Mountain
New Mexico,NM,2021,M,"Bachelor's degree (BA, AB, BS)",6,1621,30.9,3277.4,NM,West,Mountain
New Mexico,NM,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,757,33.1,3306.2,NM,West,Mountain
New Mexico,NM,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,237,34.2,3236.8,NM,West,Mountain
New Mexico,NM,2021,M,Unknown or Not Stated,-9,37,27.8,3189.8,NM,West,Mountain
New York,NY,2016,F,8th grade or less,1,5316,30.2,3201.2,NY,Northeast,Middle Atlantic
New York,NY,2016,F,9th through 12th grade with no diploma,2,12413,26.4,3135.6,NY,Northeast,Middle Atlantic
New York,NY,2016,F,High school graduate or GED completed,3,25339,27.8,3182.3,NY,Northeast,Middle Atlantic
New York,NY,2016,F,"Some college credit, but not a degree",4,18429,28.7,3198.7,NY,Northeast,Middle Atlantic
New York,NY,2016,F,"Associate degree (AA, AS)",5,9301,30.4,3221.1,NY,Northeast,Middle Atlantic
New York,NY,2016,F,"Bachelor's degree (BA, AB, BS)",6,22703,32.0,3229.3,NY,Northeast,Middle Atlantic
New York,NY,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16418,33.1,3253.5,NY,Northeast,Middle Atlantic
New York,NY,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4004,34.2,3222.7,NY,Northeast,Middle Atlantic
New York,NY,2016,F,Unknown or Not Stated,-9,543,29.3,3067.6,NY,Northeast,Middle Atlantic
New York,NY,2016,M,8th grade or less,1,5490,30.1,3315.0,NY,Northeast,Middle Atlantic
New York,NY,2016,M,9th through 12th grade with no diploma,2,12918,26.4,3250.0,NY,Northeast,Middle Atlantic
New York,NY,2016,M,High school graduate or GED completed,3,26579,27.8,3308.4,NY,Northeast,Middle Atlantic
New York,NY,2016,M,"Some college credit, but not a degree",4,19344,28.6,3313.9,NY,Northeast,Middle Atlantic
New York,NY,2016,M,"Associate degree (AA, AS)",5,9457,30.3,3331.4,NY,Northeast,Middle Atlantic
New York,NY,2016,M,"Bachelor's degree (BA, AB, BS)",6,24053,32.0,3356.4,NY,Northeast,Middle Atlantic
New York,NY,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,17198,33.1,3372.9,NY,Northeast,Middle Atlantic
New York,NY,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4183,34.1,3337.8,NY,Northeast,Middle Atlantic
New York,NY,2016,M,Unknown or Not Stated,-9,595,29.5,3243.2,NY,Northeast,Middle Atlantic
New York,NY,2017,F,8th grade or less,1,5054,30.3,3210.3,NY,Northeast,Middle Atlantic
New York,NY,2017,F,9th through 12th grade with no diploma,2,11806,26.7,3124.8,NY,Northeast,Middle Atlantic
New York,NY,2017,F,High school graduate or GED completed,3,25372,27.9,3179.3,NY,Northeast,Middle Atlantic
New York,NY,2017,F,"Some college credit, but not a degree",4,17639,28.8,3189.4,NY,Northeast,Middle Atlantic
New York,NY,2017,F,"Associate degree (AA, AS)",5,8855,30.4,3219.1,NY,Northeast,Middle Atlantic
New York,NY,2017,F,"Bachelor's degree (BA, AB, BS)",6,22566,32.1,3231.6,NY,Northeast,Middle Atlantic
New York,NY,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16167,33.3,3245.4,NY,Northeast,Middle Atlantic
New York,NY,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3958,34.4,3219.5,NY,Northeast,Middle Atlantic
New York,NY,2017,F,Unknown or Not Stated,-9,597,29.8,3018.1,NY,Northeast,Middle Atlantic
New York,NY,2017,M,8th grade or less,1,5492,30.6,3298.9,NY,Northeast,Middle Atlantic
New York,NY,2017,M,9th through 12th grade with no diploma,2,12348,26.8,3238.2,NY,Northeast,Middle Atlantic
New York,NY,2017,M,High school graduate or GED completed,3,26414,27.9,3292.1,NY,Northeast,Middle Atlantic
New York,NY,2017,M,"Some college credit, but not a degree",4,18628,28.8,3307.5,NY,Northeast,Middle Atlantic
New York,NY,2017,M,"Associate degree (AA, AS)",5,9334,30.5,3336.6,NY,Northeast,Middle Atlantic
New York,NY,2017,M,"Bachelor's degree (BA, AB, BS)",6,23576,32.2,3354.4,NY,Northeast,Middle Atlantic
New York,NY,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,17163,33.2,3371.5,NY,Northeast,Middle Atlantic
New York,NY,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4155,34.4,3323.4,NY,Northeast,Middle Atlantic
New York,NY,2017,M,Unknown or Not Stated,-9,613,29.7,3136.9,NY,Northeast,Middle Atlantic
New York,NY,2018,F,8th grade or less,1,4712,30.6,3207.6,NY,Northeast,Middle Atlantic
New York,NY,2018,F,9th through 12th grade with no diploma,2,10981,26.8,3133.2,NY,Northeast,Middle Atlantic
New York,NY,2018,F,High school graduate or GED completed,3,25376,28.1,3174.5,NY,Northeast,Middle Atlantic
New York,NY,2018,F,"Some college credit, but not a degree",4,17314,29.0,3193.5,NY,Northeast,Middle Atlantic
New York,NY,2018,F,"Associate degree (AA, AS)",5,8736,30.6,3217.6,NY,Northeast,Middle Atlantic
New York,NY,2018,F,"Bachelor's degree (BA, AB, BS)",6,22477,32.3,3228.0,NY,Northeast,Middle Atlantic
New York,NY,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16396,33.4,3246.0,NY,Northeast,Middle Atlantic
New York,NY,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4039,34.4,3210.7,NY,Northeast,Middle Atlantic
New York,NY,2018,F,Unknown or Not Stated,-9,608,29.4,3051.3,NY,Northeast,Middle Atlantic
New York,NY,2018,M,8th grade or less,1,5063,30.6,3306.6,NY,Northeast,Middle Atlantic
New York,NY,2018,M,9th through 12th grade with no diploma,2,11414,26.8,3227.9,NY,Northeast,Middle Atlantic
New York,NY,2018,M,High school graduate or GED completed,3,26375,28.0,3294.5,NY,Northeast,Middle Atlantic
New York,NY,2018,M,"Some college credit, but not a degree",4,17768,29.0,3306.4,NY,Northeast,Middle Atlantic
New York,NY,2018,M,"Associate degree (AA, AS)",5,9232,30.6,3335.2,NY,Northeast,Middle Atlantic
New York,NY,2018,M,"Bachelor's degree (BA, AB, BS)",6,23631,32.2,3357.6,NY,Northeast,Middle Atlantic
New York,NY,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16993,33.3,3374.7,NY,Northeast,Middle Atlantic
New York,NY,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4389,34.4,3343.6,NY,Northeast,Middle Atlantic
New York,NY,2018,M,Unknown or Not Stated,-9,734,30.0,3104.2,NY,Northeast,Middle Atlantic
New York,NY,2019,F,8th grade or less,1,4408,30.6,3183.4,NY,Northeast,Middle Atlantic
New York,NY,2019,F,9th through 12th grade with no diploma,2,10573,27.0,3122.7,NY,Northeast,Middle Atlantic
New York,NY,2019,F,High school graduate or GED completed,3,24859,28.1,3165.3,NY,Northeast,Middle Atlantic
New York,NY,2019,F,"Some college credit, but not a degree",4,16529,29.1,3180.2,NY,Northeast,Middle Atlantic
New York,NY,2019,F,"Associate degree (AA, AS)",5,8621,30.7,3211.7,NY,Northeast,Middle Atlantic
New York,NY,2019,F,"Bachelor's degree (BA, AB, BS)",6,22554,32.4,3220.9,NY,Northeast,Middle Atlantic
New York,NY,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16161,33.4,3249.3,NY,Northeast,Middle Atlantic
New York,NY,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3995,34.6,3229.3,NY,Northeast,Middle Atlantic
New York,NY,2019,F,Unknown or Not Stated,-9,774,29.7,3007.1,NY,Northeast,Middle Atlantic
New York,NY,2019,M,8th grade or less,1,4576,30.5,3304.1,NY,Northeast,Middle Atlantic
New York,NY,2019,M,9th through 12th grade with no diploma,2,10989,26.9,3236.8,NY,Northeast,Middle Atlantic
New York,NY,2019,M,High school graduate or GED completed,3,25842,28.0,3294.5,NY,Northeast,Middle Atlantic
New York,NY,2019,M,"Some college credit, but not a degree",4,17233,29.1,3298.7,NY,Northeast,Middle Atlantic
New York,NY,2019,M,"Associate degree (AA, AS)",5,8981,30.6,3332.2,NY,Northeast,Middle Atlantic
New York,NY,2019,M,"Bachelor's degree (BA, AB, BS)",6,23609,32.3,3341.8,NY,Northeast,Middle Atlantic
New York,NY,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16869,33.4,3367.3,NY,Northeast,Middle Atlantic
New York,NY,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4183,34.6,3319.6,NY,Northeast,Middle Atlantic
New York,NY,2019,M,Unknown or Not Stated,-9,783,29.7,3112.5,NY,Northeast,Middle Atlantic
New York,NY,2020,F,8th grade or less,1,4008,30.6,3195.5,NY,Northeast,Middle Atlantic
New York,NY,2020,F,9th through 12th grade with no diploma,2,9458,27.2,3110.9,NY,Northeast,Middle Atlantic
New York,NY,2020,F,High school graduate or GED completed,3,23620,28.1,3171.6,NY,Northeast,Middle Atlantic
New York,NY,2020,F,"Some college credit, but not a degree",4,15317,29.2,3180.3,NY,Northeast,Middle Atlantic
New York,NY,2020,F,"Associate degree (AA, AS)",5,8279,30.8,3203.6,NY,Northeast,Middle Atlantic
New York,NY,2020,F,"Bachelor's degree (BA, AB, BS)",6,21216,32.4,3226.2,NY,Northeast,Middle Atlantic
New York,NY,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,15548,33.5,3238.4,NY,Northeast,Middle Atlantic
New York,NY,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3915,34.5,3201.5,NY,Northeast,Middle Atlantic
New York,NY,2020,F,Unknown or Not Stated,-9,711,29.2,3025.7,NY,Northeast,Middle Atlantic
New York,NY,2020,M,8th grade or less,1,4288,30.7,3300.8,NY,Northeast,Middle Atlantic
New York,NY,2020,M,9th through 12th grade with no diploma,2,9969,27.1,3229.4,NY,Northeast,Middle Atlantic
New York,NY,2020,M,High school graduate or GED completed,3,24988,28.2,3286.9,NY,Northeast,Middle Atlantic
New York,NY,2020,M,"Some college credit, but not a degree",4,16175,29.2,3293.5,NY,Northeast,Middle Atlantic
New York,NY,2020,M,"Associate degree (AA, AS)",5,8461,30.7,3331.4,NY,Northeast,Middle Atlantic
New York,NY,2020,M,"Bachelor's degree (BA, AB, BS)",6,22457,32.3,3346.0,NY,Northeast,Middle Atlantic
New York,NY,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16180,33.4,3360.0,NY,Northeast,Middle Atlantic
New York,NY,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3985,34.4,3328.7,NY,Northeast,Middle Atlantic
New York,NY,2020,M,Unknown or Not Stated,-9,763,29.8,3077.8,NY,Northeast,Middle Atlantic
New York,NY,2021,F,8th grade or less,1,4007,30.8,3178.9,NY,Northeast,Middle Atlantic
New York,NY,2021,F,9th through 12th grade with no diploma,2,8747,27.5,3104.8,NY,Northeast,Middle Atlantic
New York,NY,2021,F,High school graduate or GED completed,3,23529,28.2,3158.4,NY,Northeast,Middle Atlantic
New York,NY,2021,F,"Some college credit, but not a degree",4,15063,29.5,3176.3,NY,Northeast,Middle Atlantic
New York,NY,2021,F,"Associate degree (AA, AS)",5,8395,30.9,3199.0,NY,Northeast,Middle Atlantic
New York,NY,2021,F,"Bachelor's degree (BA, AB, BS)",6,22216,32.4,3213.5,NY,Northeast,Middle Atlantic
New York,NY,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16441,33.6,3233.2,NY,Northeast,Middle Atlantic
New York,NY,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4079,34.7,3203.9,NY,Northeast,Middle Atlantic
New York,NY,2021,F,Unknown or Not Stated,-9,759,30.2,3062.0,NY,Northeast,Middle Atlantic
New York,NY,2021,M,8th grade or less,1,4016,30.6,3294.4,NY,Northeast,Middle Atlantic
New York,NY,2021,M,9th through 12th grade with no diploma,2,9182,27.2,3225.5,NY,Northeast,Middle Atlantic
New York,NY,2021,M,High school graduate or GED completed,3,24891,28.2,3275.4,NY,Northeast,Middle Atlantic
New York,NY,2021,M,"Some college credit, but not a degree",4,15693,29.4,3282.0,NY,Northeast,Middle Atlantic
New York,NY,2021,M,"Associate degree (AA, AS)",5,8663,30.8,3316.8,NY,Northeast,Middle Atlantic
New York,NY,2021,M,"Bachelor's degree (BA, AB, BS)",6,23356,32.4,3335.4,NY,Northeast,Middle Atlantic
New York,NY,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16755,33.6,3357.1,NY,Northeast,Middle Atlantic
New York,NY,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4186,34.6,3310.0,NY,Northeast,Middle Atlantic
New York,NY,2021,M,Unknown or Not Stated,-9,764,30.3,3173.6,NY,Northeast,Middle Atlantic
North Carolina,NC,2016,F,8th grade or less,1,2180,30.2,3232.6,NC,South,South Atlantic
North Carolina,NC,2016,F,9th through 12th grade with no diploma,2,6433,24.6,3092.6,NC,South,South Atlantic
North Carolina,NC,2016,F,High school graduate or GED completed,3,13391,25.6,3126.4,NC,South,South Atlantic
North Carolina,NC,2016,F,"Some college credit, but not a degree",4,13301,27.2,3172.6,NC,South,South Atlantic
North Carolina,NC,2016,F,"Associate degree (AA, AS)",5,5348,29.5,3222.4,NC,South,South Atlantic
North Carolina,NC,2016,F,"Bachelor's degree (BA, AB, BS)",6,11594,31.1,3285.2,NC,South,South Atlantic
North Carolina,NC,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4923,32.6,3256.7,NC,South,South Atlantic
North Carolina,NC,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1419,33.6,3245.4,NC,South,South Atlantic
North Carolina,NC,2016,F,Unknown or Not Stated,-9,159,29.1,3196.6,NC,South,South Atlantic
North Carolina,NC,2016,M,8th grade or less,1,2349,30.3,3341.2,NC,South,South Atlantic
North Carolina,NC,2016,M,9th through 12th grade with no diploma,2,6360,24.5,3187.5,NC,South,South Atlantic
North Carolina,NC,2016,M,High school graduate or GED completed,3,14052,25.6,3238.5,NC,South,South Atlantic
North Carolina,NC,2016,M,"Some college credit, but not a degree",4,13939,27.2,3296.0,NC,South,South Atlantic
North Carolina,NC,2016,M,"Associate degree (AA, AS)",5,5696,29.6,3350.3,NC,South,South Atlantic
North Carolina,NC,2016,M,"Bachelor's degree (BA, AB, BS)",6,12640,31.0,3398.5,NC,South,South Atlantic
North Carolina,NC,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5294,32.6,3400.8,NC,South,South Atlantic
North Carolina,NC,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1523,33.6,3387.4,NC,South,South Atlantic
North Carolina,NC,2016,M,Unknown or Not Stated,-9,178,29.6,3158.1,NC,South,South Atlantic
North Carolina,NC,2017,F,8th grade or less,1,2191,30.4,3215.9,NC,South,South Atlantic
North Carolina,NC,2017,F,9th through 12th grade with no diploma,2,6058,24.9,3069.6,NC,South,South Atlantic
North Carolina,NC,2017,F,High school graduate or GED completed,3,13811,25.6,3125.8,NC,South,South Atlantic
North Carolina,NC,2017,F,"Some college credit, but not a degree",4,13267,27.3,3160.6,NC,South,South Atlantic
North Carolina,NC,2017,F,"Associate degree (AA, AS)",5,5374,29.6,3232.0,NC,South,South Atlantic
North Carolina,NC,2017,F,"Bachelor's degree (BA, AB, BS)",6,11351,31.2,3283.4,NC,South,South Atlantic
North Carolina,NC,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4980,32.7,3257.4,NC,South,South Atlantic
North Carolina,NC,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1471,33.8,3256.2,NC,South,South Atlantic
North Carolina,NC,2017,F,Unknown or Not Stated,-9,131,29.5,3114.2,NC,South,South Atlantic
North Carolina,NC,2017,M,8th grade or less,1,2199,30.3,3298.7,NC,South,South Atlantic
North Carolina,NC,2017,M,9th through 12th grade with no diploma,2,6363,24.8,3173.8,NC,South,South Atlantic
North Carolina,NC,2017,M,High school graduate or GED completed,3,14441,25.7,3235.2,NC,South,South Atlantic
North Carolina,NC,2017,M,"Some college credit, but not a degree",4,13599,27.2,3283.7,NC,South,South Atlantic
North Carolina,NC,2017,M,"Associate degree (AA, AS)",5,5774,29.6,3339.3,NC,South,South Atlantic
North Carolina,NC,2017,M,"Bachelor's degree (BA, AB, BS)",6,12155,31.2,3399.7,NC,South,South Atlantic
North Carolina,NC,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5274,32.8,3384.3,NC,South,South Atlantic
North Carolina,NC,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1546,33.7,3372.7,NC,South,South Atlantic
North Carolina,NC,2017,M,Unknown or Not Stated,-9,140,29.2,3199.3,NC,South,South Atlantic
North Carolina,NC,2018,F,8th grade or less,1,1921,30.5,3197.0,NC,South,South Atlantic
North Carolina,NC,2018,F,9th through 12th grade with no diploma,2,5801,25.1,3072.6,NC,South,South Atlantic
North Carolina,NC,2018,F,High school graduate or GED completed,3,13976,25.8,3122.0,NC,South,South Atlantic
North Carolina,NC,2018,F,"Some college credit, but not a degree",4,12536,27.5,3167.8,NC,South,South Atlantic
North Carolina,NC,2018,F,"Associate degree (AA, AS)",5,5436,29.7,3231.4,NC,South,South Atlantic
North Carolina,NC,2018,F,"Bachelor's degree (BA, AB, BS)",6,11929,31.1,3279.6,NC,South,South Atlantic
North Carolina,NC,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5139,32.9,3263.9,NC,South,South Atlantic
North Carolina,NC,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1451,33.8,3249.5,NC,South,South Atlantic
North Carolina,NC,2018,F,Unknown or Not Stated,-9,198,29.5,3243.2,NC,South,South Atlantic
North Carolina,NC,2018,M,8th grade or less,1,2022,30.4,3297.7,NC,South,South Atlantic
North Carolina,NC,2018,M,9th through 12th grade with no diploma,2,5893,25.1,3172.5,NC,South,South Atlantic
North Carolina,NC,2018,M,High school graduate or GED completed,3,14345,25.8,3239.7,NC,South,South Atlantic
North Carolina,NC,2018,M,"Some college credit, but not a degree",4,13271,27.4,3291.1,NC,South,South Atlantic
North Carolina,NC,2018,M,"Associate degree (AA, AS)",5,5790,29.6,3331.9,NC,South,South Atlantic
North Carolina,NC,2018,M,"Bachelor's degree (BA, AB, BS)",6,12181,31.2,3417.4,NC,South,South Atlantic
North Carolina,NC,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5307,32.9,3382.0,NC,South,South Atlantic
North Carolina,NC,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1567,33.6,3347.1,NC,South,South Atlantic
North Carolina,NC,2018,M,Unknown or Not Stated,-9,191,29.2,3220.0,NC,South,South Atlantic
North Carolina,NC,2019,F,8th grade or less,1,1931,30.3,3197.2,NC,South,South Atlantic
North Carolina,NC,2019,F,9th through 12th grade with no diploma,2,5486,25.3,3076.7,NC,South,South Atlantic
North Carolina,NC,2019,F,High school graduate or GED completed,3,14555,26.0,3110.4,NC,South,South Atlantic
North Carolina,NC,2019,F,"Some college credit, but not a degree",4,12061,27.5,3154.0,NC,South,South Atlantic
North Carolina,NC,2019,F,"Associate degree (AA, AS)",5,5468,29.6,3225.5,NC,South,South Atlantic
North Carolina,NC,2019,F,"Bachelor's degree (BA, AB, BS)",6,11749,31.2,3266.5,NC,South,South Atlantic
